Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2021†","Cryptosporidiosis, Cum 2021†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2021†","Cyclosporiasis, Cum 2021†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode,Counties,States
WASHINGTON,2021,34,1,,7,,79,,100,,,-,0,,,-,,-,WASHINGTON,,20213462,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,34,,-,0,,,-,3,,,-,0,,,-,,-,,US TERRITORIES,20213463,,,
AMERICAN SAMOA,2021,34,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20213464,,,
NORTHERN MARIANA ISLANDS,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213465,POINT (145.725693 15.1834),,
GUAM,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20213466,POINT (144.653198 13.3532),,
PUERTO RICO,2021,34,,-,0,,,-,3,,,-,0,,,-,,-,PUERTO RICO,,20213467,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20213468,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,34,,-,0,,,-,2,,,-,1,,1,,,-,,NON-US RESIDENTS,20213469,,,
TOTAL,2021,34,69,,224,,3845,,4832,,21,,184,,1401,,1806,,,TOTAL,20213470,,,
US RESIDENTS,2021,35,62,,227,,4024,,5257,,22,,186,,1469,,2061,,,US RESIDENTS,20213501,,,
NEW ENGLAND,2021,35,,-,16,,202,,224,,2,,13,,70,,33,,,NEW ENGLAND,20213502,,,
CONNECTICUT,2021,35,,-,3,,30,,24,,,-,7,,26,,6,,CONNECTICUT,,20213503,POINT (-72.738288 41.575155),1043,24
MAINE,2021,35,,-,6,,42,,39,,,-,2,,2,,,-,MAINE,,20213504,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,35,,-,6,,75,,74,,2,,6,,34,,22,,MASSACHUSETTS,,20213505,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,35,,-,4,,33,,24,,,-,1,,5,,3,,NEW HAMPSHIRE,,20213506,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,35,,-,3,,21,,18,,,-,1,,3,,2,,RHODE ISLAND,,20213507,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,35,,-,6,,1,,45,,,-,0,,,-,,-,VERMONT,,20213508,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,35,16,,48,,671,,694,,1,,47,,219,,245,,,MIDDLE ATLANTIC,20213509,,,
NEW JERSEY,2021,35,,-,7,,66,,88,,,-,1,,1,,101,,NEW JERSEY,,20213510,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,35,7,,25,,270,,276,,1,,26,,114,,35,,NEW YORK,,20213511,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,35,,-,10,,137,,103,,,-,12,,104,,109,,,NEW YORK CITY,20213512,,,
PENNSYLVANIA,2021,35,9,,14,,198,,227,,,N,,NC,,N,,N,PENNSYLVANIA,,20213513,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,35,14,,60,,733,,1033,,1,,42,,279,,449,,,EAST NORTH CENTRAL,20213514,,,
ILLINOIS,2021,35,,-,12,,126,,179,,,-,21,,112,,307,,ILLINOIS,,20213515,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,35,,-,6,,6,,94,,,-,2,,6,,6,,INDIANA,,20213516,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,35,,-,8,,5,,165,,,-,1,,,-,15,,MICHIGAN,,20213517,POINT (-85.730977 44.874798),1262,50
OHIO,2021,35,,-,25,,257,,240,,,-,15,,69,,48,,OHIO,,20213518,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,35,14,,35,,339,,355,,1,,23,,92,,73,,WISCONSIN,,20213519,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,35,3,,33,,523,,916,,1,,22,,128,,701,,,WEST NORTH CENTRAL,20213520,,,
IOWA,2021,35,,-,21,,238,,265,,,-,14,,70,,266,,IOWA,,20213521,POINT (-93.500061 42.074659),299,16
KANSAS,2021,35,1,,5,,44,,52,,,-,2,,7,,54,,KANSAS,,20213522,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,35,,-,12,,,-,277,,,-,2,,,-,137,,MINNESOTA,,20213523,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,35,,-,5,,60,,150,,,-,5,,9,,138,,MISSOURI,,20213524,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,35,2,,7,,72,,87,,1,,8,,28,,85,,NEBRASKA,,20213525,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,35,,-,4,,24,,19,,,N,,NC,,N,,N,NORTH DAKOTA,,20213526,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,35,,-,13,,85,,66,,,-,4,,14,,21,,SOUTH DAKOTA,,20213527,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,35,6,,35,,593,,746,,4,,49,,315,,178,,,SOUTH ATLANTIC,20213528,,,
DELAWARE,2021,35,,-,3,,13,,12,,,-,2,,4,,1,,DELAWARE,,20213529,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,35,,-,2,,4,,10,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20213530,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,35,,-,14,,177,,175,,,-,38,,129,,71,,FLORIDA,,20213531,POINT (-82.420978 28.260731),1080,30
